,ID,type,name,Vermin,stars,votes,safety
72124,108420331,Boulder,Ignition Sequence,V4,4.0,1,
72125,107957511,Boulder,String Theory,V3-4,4.0,1,
72126,108088622,Boulder,Triceratops,V1,4.0,1,
72127,108189488,Boulder,Swallowtail,V3-4,4.0,1,
72128,107726043,Boulder,Walking Tall,V1,4.0,1,
72129,108020889,Boulder,Worth The Squeeze,V3,4.0,1,
72130,108020570,Boulder,Puzzler,V0,4.0,1,
72131,108170350,Boulder,Ultraquist,V2-3,4.0,1,
72132,108394869,Boulder,Holocene,V2,4.0,1,
72133,108189503,Boulder,Hard To Swallow,V4,4.0,1,
72134,108382370,Boulder,Beautiful Arête,V2,4.0,1,R
72135,107640900,Boulder,Sub-Commander T'Pol,V1,4.0,1,
72136,107468800,Boulder,Underking,V5,4.0,1,
72137,108189465,Boulder,Preacher,V7,4.0,1,
72138,107333012,Boulder,Great Escape,V7,4.0,1,
72139,107475604,Boulder,Rate Of Change,V8,4.0,1,
72140,108037511,Boulder,Inner Shrine,V5,4.0,1,
72141,108170372,Boulder,Agnosticism,V1,4.0,1,
72142,108020871,Boulder,Long-dron,V6,4.0,1,
72143,108020562,Boulder,Chiral,V1,4.0,1,
72144,107470407,Boulder,So Long Farewell,V2,4.0,1,
72145,107743193,Boulder,Arbiter Arête,V3,4.0,1,
72146,108177734,Boulder,Pass The Pigs (To The Left),V3-4,4.0,1,
72147,108021847,Boulder,Palomino,V5,4.0,1,
72148,107065771,Boulder,Campfire Slab,V0-1,4.0,1,
72149,108276693,Boulder,Gazelle Dihedral,V0-1,4.0,1,
72150,108041778,Boulder,Shekels,V4-5,4.0,1,
72151,107936509,Boulder,Sumatran,V5-6,4.0,1,
72152,107071943,Boulder,Full Moon,V2,4.0,1,
72153,107071951,Boulder,Moon Phase,V0+,4.0,1,
72154,107612767,Boulder,So Long Socrates,V8+,4.0,1,
72155,107146515,Boulder,Campground Crack,V0-1,4.0,1,
72156,107749149,Boulder,Ghost Face,V0-1,4.0,1,
72157,107350543,Boulder,Rosy's Crucial Fiction,V4,4.0,1,
72158,107374233,Boulder,Surge,V6,4.0,1,
72159,107693166,Boulder,Moonshine Traverse,V0-1,4.0,1,
72160,107349304,Boulder,Napalm,V3,4.0,1,
72161,107469249,Boulder,Moment Of Stillness,V8,4.0,1,
72162,107289902,Boulder,Autumnmated,V5-6,4.0,1,
72163,106967785,Boulder,Height School,V3,4.0,1,
72164,107303156,Boulder,Cold As Ice,V4,4.0,1,
72165,106709756,Boulder,Season Premiere,V6,4.0,1,
72166,107382136,Boulder,Totally Tuna,V3,4.0,1,
72167,107071891,Boulder,Captain Planet,V5,4.0,1,
72168,107387317,Boulder,Tricentennial Traverse,V4-5,4.0,1,
72169,106511272,Boulder,Milk Crack,V0+,4.0,1,
72170,120886797,Boulder,Waterworld,V5,4.0,1,
72171,120886697,Boulder,Wrecking Ball,V7-8,4.0,1,
72172,120841413,Boulder,Brave New World,V3,4.0,1,
72173,120841052,Boulder,Hemlock Slab,V0-1,4.0,1,
72174,120825958,Boulder,Catch Twenty Two,V4-5,4.0,1,
72175,120716847,Boulder,Squeeze the Badger,V7,4.0,1,
72176,120716472,Boulder,Way of the Woodbooger,V6,4.0,1,
72177,120663618,Boulder,Badger Arete,V3,4.0,1,
72178,107282514,Boulder,Lingual Arete,V2+,3.3,15,
72179,106655441,Boulder,Facade,V3,3.6,10,
72180,106480949,Boulder,Distance Dyno,V4,3.5,10,
72181,107145759,Boulder,Green Tea,V3,3.2,16,
72182,107157443,Boulder,Arrowhead Arête,V2,3.1,17,
72183,107145720,Boulder,Relish Arete,V2,3.3,13,
72184,107198452,Boulder,Johnny Get Your Gun,V5,3.8,4,
72185,107157417,Boulder,Hard Boiled,V6,3.8,4,
72186,106548959,Boulder,Zeus (Stand),V4-,3.6,8,
72187,107127028,Boulder,Dark Horse,V7,3.4,10,
72188,107349052,Boulder,M.O.W. Arête,V5+,3.4,9,
72189,106480961,Boulder,Casual Tees'.,V5,3.7,3,
72190,107362880,Boulder,Shanghai Blaze,V4,3.7,3,
72191,107343948,Boulder,Hullabaloo,V3,3.7,3,
72192,107303179,Boulder,Crash,V1,3.7,3,
72193,107153476,Boulder,Mob Ties,V6,3.3,10,
72194,107632089,Boulder,Ants On A Log,V6-7,3.5,6,
72195,107372184,Boulder,Split Crack,V0,3.0,16,
72196,106936170,Boulder,Rail-Way,V4-,3.4,7,
72197,106734383,Boulder,Presidents Problem,V2,3.4,9,
72198,106511897,Boulder,blockade,V1+,2.9,16,
72199,107145732,Boulder,Relish The Moment,V5,3.2,10,
72200,107343968,Boulder,Jaws,V1,2.8,19,
72201,107145710,Boulder,Relish,V1,2.8,18,
72202,107282550,Boulder,Tall Dark and Beefy,V3,3.4,5,
72203,106794198,Boulder,Contact Left,V3-4,3.3,7,
72204,107303121,Boulder,Boardwine Traverse,V2,2.9,15,
72205,107762550,Boulder,Hyperion,V10,3.5,2,
72206,107145612,Boulder,SHAZAM,V6-7,3.5,2,
72207,108124619,Boulder,Dark Knight,V7,3.5,2,
72208,107722061,Boulder,Titan Traverse,V6,3.5,2,
72209,106546127,Boulder,Mothership,V6,3.5,2,
72210,107496402,Boulder,Campus Police,V5-6,3.5,2,
72211,106791136,Boulder,Ripley Lip Traverse,V4-5,3.5,2,
72212,107064535,Boulder,Sweet Cherry,V6-7,3.5,2,
72213,108177696,Boulder,Razorback Crack,V1,3.5,2,
72214,106483799,Boulder,Edge of  Time,V3,3.5,2,
72215,107193609,Boulder,Rosewood Casket,V3-4,3.5,2,
72216,107917874,Boulder,Betula,V2-3,3.5,2,
72217,107151351,Boulder,Relish Roof,V6,3.5,2,
72218,107160150,Boulder,Celestial Arete,V0+,3.5,2,
72219,107907384,Boulder,George Michael,V2-3,3.5,2,
72220,107754672,Boulder,Right to Bear Arms,V4,3.5,2,
72221,107231524,Boulder,Cumulonimbus Crack,V2-3,3.5,2,
72222,107468694,Boulder,Pickin' Seng,V2,3.5,2,
72223,107469321,Boulder,Pop Shot,V2,3.5,2,
72224,107470335,Boulder,Land Shark,V1,3.5,2,
72225,107349392,Boulder,Perilune,V2,3.5,2,
72226,107469227,Boulder,Jetpack Skills,V3-4,3.5,2,
72227,107505927,Boulder,logarithm,V3,3.5,2,
72228,106836063,Boulder,Woodgrain,V2-3,3.5,2,
72229,106730148,Boulder,Bitter Buffalo,V4,3.5,2,
72230,107145741,Boulder,Relish The Ride,V1,2.9,13,
72231,106699565,Boulder,Tilt-A-Whirl,V2,3.1,8,
72232,106762488,Boulder,Heel or Peel,V1,2.9,12,
72233,107343963,Boulder,Inchworm,V0,2.8,13,
72234,106586159,Boulder,Palisade,V8,3.3,3,
72235,106879092,Boulder,Paganish,V3,3.3,3,
72236,107349025,Boulder,Lock Smith,V3,3.3,3,
72237,106899098,Boulder,Facade Dyno,V4-5,3.3,3,
72238,107315966,Boulder,Grange Hall Crack,V0,3.3,3,
72239,106939029,Boulder,Bear Paws,V4,3.3,3,
72240,106586171,Boulder,Wing-Man (Stand),V2+,3.2,6,
72241,106784419,Boulder,Pocket Shot,V1-2,3.0,9,
72242,106791158,Boulder,Dutch,V4,3.2,5,
72243,107362888,Boulder,Shang-High Hopes,V4,3.3,4,
72244,107064569,Boulder,Half Nelson,V4,3.2,5,
72245,107160572,Boulder,Guide Tennies,V3,3.0,9,
72246,106939064,Boulder,Metamorphosis,V3,3.3,4,
72247,106757872,Boulder,Jenga,V2-3,3.3,4,
72248,106699573,Boulder,Tilt-A-Whirl Direct,V2,3.3,4,
72249,107635661,Boulder,Chimney Sweep,V1,3.0,8,
72250,106703204,Boulder,River Patrol,V4,3.0,8,
72251,107343953,Boulder,Hummingbird,V0,2.8,11,
72252,107282538,Boulder,Dual,V0,3.0,7,
72253,106967478,Boulder,Belgrano,V2,3.0,7,
72254,106771830,Boulder,Black Snake,V0-1,2.6,14,
72255,106919169,Boulder,Fine Grit,V2,2.9,8,
72256,106819863,Boulder,Sleepy Hollow,V1,2.6,14,
72257,107145748,Boulder,Corndog Corner,V3,3.0,5,
72258,106917630,Boulder,Captain Hook,V1,3.0,5,
72259,109027703,Boulder,Wing-Man Sit,V5,3.0,4,
72260,107198438,Boulder,James River Blues,V2,3.0,4,
72261,107349111,Boulder,Mike-n-Ike,V0,3.0,4,
72262,107063313,Boulder,Alive Arête,V2,3.0,4,
72263,107145698,Boulder,Meatloaf,V2-,2.6,11,
72264,113629214,Boulder,Roadside Seam,V0-1,3.0,3,
72265,107336513,Boulder,Ranger Danger,V4-5,3.0,3,
72266,106947245,Boulder,Blockaid Sit,V3,3.0,3,
72267,107184896,Boulder,"Arrowhead Arete ""Extendo Start""",V2+,3.0,3,
72268,107137298,Boulder,Medicine Man,V4-,3.0,3,PG13
72269,107282499,Boulder,Bipolar,V3,3.0,3,
72270,107198492,Boulder,Narco House,V4,3.0,3,
72271,107282556,Boulder,Vitamin B,V3,3.0,3,
72272,107372138,Boulder,Skin Monkey Sit,V2,3.0,3,
72273,107151371,Boulder,500 Arete,V3-4,3.0,3,
72274,106839884,Boulder,Stiletto,V3-4,3.0,3,
72275,106951993,Boulder,The Good Times Are Killing Me,V5-6,3.0,3,
72276,106655453,Boulder,Fat Lip Traverse,V2,3.0,4,
72277,106655476,Boulder,Parlier's Sister,V4,3.0,3,
72278,106836047,Boulder,Pillar Arete,V1-2,3.0,3,
72279,106906812,Boulder,Ronski Feint,V3,2.8,6,
72280,117061063,Boulder,The Shining,V0,3.0,2,
72281,117061035,Boulder,Psycho Slicer,V3,3.0,2,
72282,117061050,Boulder,Abnorman,V2,3.0,2,
72283,109130906,Boulder,High Jump,V8,3.0,2,
72284,113067123,Boulder,Peace Duck,V2,3.0,2,
72285,107687456,Boulder,Grayson-copter,V6,3.0,2,
72286,109027803,Boulder,Ballad of Curtis Loew,V4-5,3.0,2,
72287,106544793,Boulder,Thats My Money,V4,3.0,3,
72288,107505938,Boulder,Lone Wolf,V2-3,3.0,2,
72289,107170178,Boulder,Ghost Dance (Outlaw Start),V7,3.0,2,
72290,107726119,Boulder,Fulgora (Stand),V4,3.0,2,
72291,109521817,Boulder,Broomstick Arete,V2,3.0,2,
72292,109521808,Boulder,Witches Fingers (Stand),V0,3.0,2,
72293,108972377,Boulder,Wet Willy,V3-4,3.0,2,
72294,107262407,Boulder,Saves The Day,V5,3.0,2,
72295,107349325,Boulder,Nexus,V7,3.0,2,
72296,108270439,Boulder,Outlaw Arete,V3,3.0,2,
72297,107503376,Boulder,Red Riding Hood,V4,3.0,2,
72298,107184912,Boulder,Bows & Arrows,V4,3.0,2,
72299,108259121,Boulder,Firefly Crack,V4-5,3.0,2,
72300,107291089,Boulder,Bengal,V4,3.0,2,
72301,107282492,Boulder,Biopsy,V4,3.0,2,
72302,107468722,Boulder,Blunt Force Trauma,V5,3.0,2,
72303,107198525,Boulder,Big Timin' In The Jungle,V1,3.0,2,
72304,107496443,Boulder,Seeds You Sew,V0,3.0,2,
72305,107145687,Boulder,Pulled Pork,V0-1,2.6,10,
72306,107151320,Boulder,Wilson Creek Starting Line,V0-,3.0,2,
72307,107505905,Boulder,Huckelberry Trail,V4,3.0,2,
72308,107333021,Boulder,Heavy Footed Swagger,V6,3.0,2,
72309,107468714,Boulder,Seng Seng,V2-3,3.0,2,
72310,107063228,Boulder,Double Helix,V3,3.0,2,
72311,106777677,Boulder,Thumper,V4,3.0,2,
72312,106771680,Boulder,Lever 2000,V3,3.0,2,
72313,106699587,Boulder,Tilt -A-Nose,V2+,3.0,2,
72314,106771725,Boulder,Guit-Jo,V3,3.0,2,
72315,107303137,Boulder,Bumble Bee,V0,2.6,12,
72316,107157973,Boulder,Arrowhead Stand,V0,2.7,7,
72317,117023846,Boulder,Old Time Religion,V7,3.0,1,
72318,119306474,Boulder,One with the Tree,V7,3.0,1,
72319,119511086,Boulder,Aftermath,V8,3.0,1,
72320,119499240,Boulder,Witching Hour,V8,3.0,1,
72321,117061018,Boulder,Here’s Johnny,V2,3.0,1,
72322,117023966,Boulder,Peaceful Slab,V0,3.0,1,
72323,119094320,Boulder,Collectors Edition (Stand),V8,3.0,1,
72324,119094238,Boulder,Light Bringer,V3,3.0,1,
72325,119280219,Boulder,Sream Broulee,V4-5,3.0,1,
72326,119447193,Boulder,Small Victories,V7,3.0,1,
72327,117023975,Boulder,Pleasant Slab,V0,3.0,1,
72328,119447227,Boulder,Victory Dance,V4,3.0,1,
72329,119114367,Boulder,Round Robin,V4,3.0,1,
72330,117061192,Boulder,Blackstreak Boys,V1-2,3.0,1,
72331,119114401,Boulder,Fighter,V7,3.0,1,
72332,117120619,Boulder,Molly Chomper,V3,3.0,1,
72333,119511031,Boulder,Impact,V7,3.0,1,
72334,119280262,Boulder,Lowstone Roof,V6,3.0,1,
72335,119155205,Boulder,Ten Thousand Leagues,V3,3.0,1,
72336,117023994,Boulder,Pleased Slab,V0,3.0,1,
72337,119510896,Boulder,Smooth Slab,V3,3.0,1,
72338,117120717,Boulder,Porch Swing,V5,3.0,1,
72339,119382690,Boulder,Diesel Fuel,V2,3.0,1,
72340,106799730,Boulder,Highland Highball,V2,4.9,34,
72341,106483053,Boulder,Horizon Line,V6,4.9,20,
72342,107548638,Boulder,Event Horizon,V8,5.0,2,
72343,106585590,Boulder,Sandy Slap,V5,5.0,1,
72344,106620923,Boulder,Maxima,V5-6,5.0,1,
72345,107273646,Boulder,Big Spawn,V4,5.0,1,
72346,106586498,Boulder,DoorWay,V4,5.0,1,
72347,106586546,Boulder,Coho,V3,5.0,1,
72348,107623934,Boulder,All Things Considered,V3,4.6,5,
72349,107633928,Boulder,Rift,V0-1,4.5,4,
72350,106483632,Boulder,Foot Kaput,V4,4.5,2,
72351,106794156,Boulder,Horizon Arete,V4,3.8,13,
72352,106936701,Boulder,Slabacious,V0,3.4,20,
72353,106820892,Boulder,Boyscout TR Wall Highball,V2,4.0,8,X
72354,106871002,Boulder,Windy Heights (direct),V1+,3.7,11,
72355,107090019,Boulder,Braveheart,V2,4.0,2,
72356,107633934,Boulder,Jugs & Pockets,V0-1,4.0,2,
72357,107090044,Boulder,The Highlander,V1+,4.0,2,
72358,107633971,Boulder,Lava Fun,V0-1,4.0,2,
72359,106936726,Boulder,Head Full of Doubt,V2,3.7,7,PG13
72360,113156266,Boulder,Unholy Matrimony,V6+,4.0,1,
72361,107745478,Boulder,Event Horizon (Sit),V9,4.0,1,
72362,106590957,Boulder,Secant Line (Direct),V7,4.0,1,
72363,107624713,Boulder,Lava Flow Arete,V2-3,4.0,1,
72364,107635618,Boulder,Lee Massie,V3,4.0,1,
72365,107273600,Boulder,Tree Hug,V6,4.0,1,
72366,107273622,Boulder,Tragedy Of The Commons,V3,4.0,1,
72367,107293050,Boulder,Sigma Slopers,V4,4.0,1,
72368,107273640,Boulder,Spawn,V1,4.0,1,
72369,107293013,Boulder,FontainBluefield,V3-4,4.0,1,
72370,106688423,Boulder,Secant Line (Alternate),V6,4.0,1,
72371,106586723,Boulder,Enzyte,V4,4.0,1,
72372,106586051,Boulder,Sandy Slap Extension,V6,4.0,1,
72373,106586538,Boulder,Pink Salmon,V1-2,4.0,1,
72374,106590804,Boulder,Minima,V5,4.0,1,
72375,106590893,Boulder,Minima (Low),V6,4.0,1,
72376,106868765,Boulder,East Of Eden,V1,3.1,18,
72377,106953791,Boulder,Power of Jack,V6,3.7,6,
72378,106936741,Boulder,Eagle Scout Traverse,V1+,3.7,3,
72379,107635636,Boulder,Wilburn Slab (Left),V0+,3.7,3,
72380,106820813,Boulder,Highland Lowball Arete,V4,3.7,3,
72381,106941103,Boulder,Windy Heights,V1,2.9,15,
72382,106936787,Boulder,Magnetic North,V1,2.9,15,
72383,107621596,Boulder,Merit Badge Arete,V0,3.5,2,PG13
72384,106868824,Boulder,Peace of Westphalia (PoW),V0,2.8,16,
72385,106857543,Boulder,Skyline Arete,V3,3.3,3,
72386,106483034,Boulder,Welcome to the Highlands,V1+,3.3,4,
72387,106868801,Boulder,True North,V2,2.9,10,
72388,106820883,Boulder,Highlands Lowball (corner version) Arete,V2+,3.0,6,
72389,107046664,Boulder,Sunset Arête,V1,3.0,3,
72390,107637202,Boulder,Hot Hot Lava,V0,3.0,3,
72391,107635627,Boulder,Wilburn Slab (Right),V0,3.0,3,
72392,110743473,Boulder,Evasive Maneuvers,V1,3.0,2,
72395,115388795,Boulder,Justice for All,V5,5.0,3,
72396,112304256,Boulder,Wing and a Prayer,V7,5.0,3,
72397,109896485,Boulder,Derek Zoolander's Problem for Kids Who Can't Climb Good and Wanna Learn to Do Other Stuff Good Too,V0,5.0,3,
72398,109895210,Boulder,Ambi-turner (stand),V5,5.0,3,
72403,118077635,Boulder,Darkside Roof,V6,5.0,2,
72405,116669338,Boulder,Rolls Royce,V5+,5.0,2,
72406,118706466,Boulder,Tip of the Spear,V6,5.0,2,
72410,116978277,Boulder,Holy Roller,V5,5.0,2,
72411,115327395,Boulder,Fang,V5,5.0,2,
72412,113897627,Boulder,O' Be Joyful,V4,5.0,2,R
72413,115420205,Boulder,.The Treat,V3,5.0,2,
72416,113897411,Boulder,Valiant Steed,V4,5.0,2,
72418,113886513,Boulder,Pegasus,V1,5.0,2,
72420,113897323,Boulder,Bronco,V4,5.0,2,
72421,111332337,Boulder,Millenium Falcon,V8,5.0,2,
72422,108650632,Boulder,Six Feet Under,V3-4,5.0,2,
72423,115419997,Boulder,Hole in the Wall,V1,5.0,1,
72424,120022817,Boulder,",The Passage",V10,5.0,1,
72426,119919155,Boulder,Just Passing Through,V7,5.0,1,
72429,119615157,Boulder,Maui Wowie,V3,5.0,1,
72430,120022910,Boulder,Big Bad Wolf,V4,5.0,1,
72431,116588107,Boulder,Justice,V10,5.0,1,
72432,120022934,Boulder,Bad Fish,V3,5.0,1,
72433,118687271,Boulder,.The Gladiator,V9,5.0,1,
72434,119566303,Boulder,Caterpillar Roof,V4,5.0,1,
72435,116566502,Boulder,King in the North,V7,5.0,1,
72436,116747615,Boulder,Unspeakable,V8,5.0,1,
72437,118095814,Boulder,*The Shining,V8,5.0,1,
72438,119862098,Boulder,Castle Black,V1,5.0,1,
72439,116566480,Boulder,Calling My Spirit,V3,5.0,1,
72440,117990658,Boulder,Ghost,V6,5.0,1,
72441,117895695,Boulder,Lighthouse,V7,5.0,1,
72442,116715882,Boulder,Thunder Weredragon,V1,5.0,1,
72443,116691500,Boulder,Infinity,V7,5.0,1,
72444,113886495,Boulder,MKULtra,V9,5.0,1,
72445,118166500,Boulder,Hurt Locker,V6,5.0,1,
72446,119615118,Boulder,Bury My Bones,V2-3,5.0,1,
72447,118885008,Boulder,Shangri La,V4,5.0,1,
72449,116754675,Boulder,Whiskey Arete,V7,5.0,1,
72450,116663386,Boulder,Lois Lane,V7,5.0,1,
72451,117990852,Boulder,.The Great Beyond,V9,5.0,1,
72452,115572330,Boulder,Thunderbolt Arete,V3,5.0,1,
72453,115388779,Boulder,Stained Glass,V5,5.0,1,
72454,118904988,Boulder,Sheng Chi,V5,5.0,1,
72455,116588088,Boulder,Lucky Charms,V7,5.0,1,
72456,116643447,Boulder,The Dawn Crawl,V2,5.0,1,
72457,115420749,Boulder,Midnight Frightening,V5,5.0,1,
72458,117895747,Boulder,.The Talisman,V2,5.0,1,
72459,117833605,Boulder,Fantastic Voyage,V2,5.0,1,
72461,117833382,Boulder,When In Drought,V2,5.0,1,
72462,118237246,Boulder,Jacobs Ladder,V5-6,5.0,1,
72463,116139279,Boulder,Miss Saigon,V1-2,5.0,1,
72465,116643410,Boulder,Power Nap,V5,5.0,1,
72466,116614499,Boulder,Invader,V4,5.0,1,
72468,116139308,Boulder,The Bear Necessities,V3-4,5.0,1,
72469,115180284,Boulder,Catacomb,V4,5.0,1,
72470,115180226,Boulder,Mausoleum,V1,5.0,1,
72471,116643722,Boulder,Cashmere,V1-2,5.0,1,
72472,117833057,Boulder,Main Bench,V1,5.0,1,
72474,115180328,Boulder,Primitive Art,V4-5,5.0,1,
72475,115420451,Boulder,Snake Charmer,V8,5.0,1,
72477,114041430,Boulder,Haunting the Black Air,V10,5.0,1,
72479,120537247,Boulder,High Strangeness,V5,5.0,1,
72480,114144579,Boulder,Orphism,V3,5.0,1,
72481,120109494,Boulder,Control Burn,V12,5.0,1,
72482,109743715,Boulder,This American Life,V7,5.0,1,
72483,112284252,Boulder,Southern Fist,V3,5.0,1,PG13
72486,112304302,Boulder,Big Boy,V1,5.0,1,
72487,120537202,Boulder,Sabotage Crack,V3,5.0,1,
72488,112401535,Boulder,River of Earth,V7,5.0,1,
72489,120109540,Boulder,Passover,V10,5.0,1,
72490,120350893,Boulder,",The Mandalorian",V7,5.0,1,
72492,112265852,Boulder,Saffron,V2,5.0,1,
72493,112318973,Boulder,Haunted By Waters,V6,5.0,1,
72494,112266015,Boulder,Spice of Life,V5,5.0,1,PG13
72495,109909946,Boulder,Hawksong,V6,5.0,1,
72496,120430042,Boulder,Cockfight,V7-8,5.0,1,
72497,120285065,Boulder,Dumbo,V3,5.0,1,
72498,109909992,Boulder,Champagne Reality,V3-4,5.0,1,
72499,120425490,Boulder,Ghost Rider,V6,5.0,1,
72500,108823136,Boulder,Casablanca,V9,5.0,1,
72501,108748136,Boulder,Way of the Samurai,V2,5.0,1,
72502,109909979,Boulder,Strawberrita Dreams,V2-3,5.0,1,
72503,108650663,Boulder,Farris Funeral Service,V2,5.0,1,
72504,108745785,Boulder,Big Guns,V8,5.0,1,
72515,114144606,Boulder,Portrait of Dorian Gray,V5-6,4.5,2,
72522,109895052,Boulder,Mugatu Mono,V6,4.3,3,
72524,119897536,Boulder,Rite of Passage,V5,4.0,4,
72527,119925747,Boulder,",The Hole Shebang",V5,4.0,3,
72532,109895278,Boulder,Le Tigre,V2-3,4.0,3,
72533,108650651,Boulder,Open Casket,V4,4.0,3,
72538,118240494,Boulder,Cazadores,V4,4.0,2,
72544,118637333,Boulder,Anatomy of the Wave,V3,4.0,2,
72548,118240471,Boulder,Recurve,V5,4.0,2,
72549,116669314,Boulder,Wraith,V3,4.0,2,
72550,118884954,Boulder,Pocket Problem,V7,4.0,2,
72551,118885098,Boulder,Zero Dark Thirty,V5,4.0,2,
72552,118884752,Boulder,Hypotenuse,V3,4.0,2,
72553,118063211,Boulder,Perpetual Arete,V2-3,4.0,2,
72554,118885064,Boulder,Dark Tower,V3,4.0,2,
72555,115572136,Boulder,Smoke Stack,V3,4.0,2,
72556,115572128,Boulder,Thunder Cloud,V1,4.0,2,
72557,115572091,Boulder,Ghost Climb,V0,4.0,2,
72558,115180361,Boulder,Myomeres,V3-4,4.0,2,
72559,115180308,Boulder,Juxtaposition,V3,4.0,2,
72562,113886485,Boulder,Gas-a-Lean,V3,4.0,2,
72564,113897214,Boulder,Pegasus Sit,V2-3,4.0,2,
72575,116088400,Boulder,The Centenary,V7,4.0,1,
72584,120022865,Boulder,Billy Jason,V5,4.0,1,
72588,119943047,Boulder,Yippee Ki-Yay,V4,4.0,1,
72589,118659409,Boulder,Corona,V9,4.0,1,
72591,120041243,Boulder,Skip Jack,V3-4,4.0,1,
72593,120023005,Boulder,Mr. Nice Guy,V6,4.0,1,
72596,118787999,Boulder,Berserker,V8+,4.0,1,
72600,119566578,Boulder,Super Conductor,V7-8,4.0,1,
72601,118706496,Boulder,Will of the People,V9,4.0,1,
72602,119774407,Boulder,Bristol's Golden Boy,V7,4.0,1,
72604,119925716,Boulder,Shebang,V1,4.0,1,
72607,119942527,Boulder,Running Man,V1,4.0,1,
72608,118787958,Boulder,Chaos Corner,V6,4.0,1,
72609,119861982,Boulder,Good Manors,V1,4.0,1,
72611,113886378,Boulder,Joyful Slab,V4,4.0,1,
72612,119615163,Boulder,Twelve Foot Foamie,V3,4.0,1,
72613,119902434,Boulder,Steam Arete (Stand),V7,4.0,1,
72615,119861824,Boulder,Pesto Manifesto,V2,4.0,1,
72616,116669343,Boulder,Legal Limit,V3-4,4.0,1,
72620,116616104,Boulder,Anti Vaxer,V3,4.0,1,
72621,118788073,Boulder,Wolf & the Lion,V6-7,4.0,1,
72622,118884871,Boulder,Cimmerian Shade,V6,4.0,1,
72624,118659348,Boulder,Danaer,V4-5,4.0,1,
72625,119774374,Boulder,Blade & Bow,V5,4.0,1,
72628,118687247,Boulder,.The Plague,V5,4.0,1,
72629,117833699,Boulder,Quiet Place,V8,4.0,1,
72630,118638041,Boulder,Horoscope,V4,4.0,1,
72631,118077605,Boulder,Dark Matter,V3,4.0,1,
72633,118904976,Boulder,Tsunami,V7,4.0,1,
72634,119861875,Boulder,7 Year Itch,V6,4.0,1,
72636,119615029,Boulder,Dance With the Devil,V1,4.0,1,
72637,119975346,Boulder,Push comes to Shove,V5,4.0,1,
72638,116691571,Boulder,Star Command,V6,4.0,1,
72639,118637456,Boulder,.The Gatekeeper,V7,4.0,1,
72640,117894179,Boulder,Loud & Clear,V8-9,4.0,1,
72641,119425317,Boulder,Darkest Hour,V4,4.0,1,
72642,118664699,Boulder,Valiant Unicorn,V7,4.0,1,
72643,117894708,Boulder,Otter Roof,V5,4.0,1,
72644,119942489,Boulder,Shade Arete,V1-2,4.0,1,
72646,116607956,Boulder,Lip Sync,V5-6,4.0,1,
72647,116715850,Boulder,Witches Hat,V2,4.0,1,
72648,116643788,Boulder,Kiss Tomorrow Goodbye,V3-4,4.0,1,
72649,117789793,Boulder,Wildest Dreams,V4,4.0,1,
72650,118638011,Boulder,"As Above, So Below",V7,4.0,1,
72651,119862111,Boulder,Castle Black (Sit),V4-5,4.0,1,
72652,116691523,Boulder,Buzz Lightyear,V4,4.0,1,
72653,117833414,Boulder,Hell Yeah,V4,4.0,1,
72654,116715736,Boulder,Crypt Keeper Arete,V4,4.0,1,
72655,116643472,Boulder,Full Spectrum,V5,4.0,1,
72656,116669085,Boulder,Moon,V7,4.0,1,
72657,118077408,Boulder,Drunkard’s Dream,V4,4.0,1,
72658,117895669,Boulder,Department of Defense,V5,4.0,1,
72659,116592406,Boulder,Pull the String,V4,4.0,1,
72661,118637565,Boulder,Break the Law,V4,4.0,1,
72662,119774443,Boulder,Golden Boy (Stand),V3,4.0,1,
72663,118237319,Boulder,Free Range,V7,4.0,1,
72664,116607961,Boulder,Holy Ghost,V4,4.0,1,
72665,116754771,Boulder,Hooch,V3,4.0,1,
72666,116643461,Boulder,Spectrum,V3,4.0,1,
72667,116715889,Boulder,Golden Werewolf,V2-3,4.0,1,
72668,116715747,Boulder,The Father,V3,4.0,1,
72669,117833478,Boulder,.The Cardinal,V7,4.0,1,
72670,115420812,Boulder,Black Tie Affair,V8,4.0,1,
72671,116663327,Boulder,New Gods,V0-1,4.0,1,
72672,116643773,Boulder,Cruel World,V2-3,4.0,1,
72673,118193153,Boulder,Fashionista,V8,4.0,1,
72674,119774881,Boulder,Surrounded,V3,4.0,1,
72675,117894761,Boulder,Otter Limits,V3,4.0,1,
72676,117833540,Boulder,Skull & Crossbones,V7,4.0,1,
72677,118237304,Boulder,Over Medium,V4,4.0,1,
72678,117789752,Boulder,Top Down,V1,4.0,1,
72679,116747421,Boulder,Space Walk,V1,4.0,1,
72680,116663374,Boulder,Eradicator,V3,4.0,1,
72681,116715843,Boulder,Altered State,V4,4.0,1,
72682,119566240,Boulder,Imperial Arete,V5,4.0,1,
72683,119615037,Boulder,Blazin Summer,V1,4.0,1,
72684,116643425,Boulder,If you nose it goes,V2,4.0,1,
72685,116591255,Boulder,Stuck in the Closet,V4,4.0,1,
72686,117902720,Boulder,Run to the Hills,V1,4.0,1,
72687,119774648,Boulder,Drawbridge,V2,4.0,1,
72688,116592386,Boulder,Rail Surfer,V1,4.0,1,
72689,117894422,Boulder,Zoology,V5-6,4.0,1,
72690,116747444,Boulder,Siderial,V3,4.0,1,
72691,115420460,Boulder,Justice House,V5,4.0,1,
