,ID,type,name,Vermin,stars,votes,safety
41671,108060522,Boulder,3. V4/5,V4-5,4.0,2,
41673,118193203,Boulder,Coppertone,V11,4.0,1,
41675,120301728,Boulder,Klem’s Ten,V10,4.0,1,
41676,118172586,Boulder,V5,V5,4.0,1,
41678,118275153,Boulder,Tower One,V1,4.0,1,
41682,120454445,Boulder,V5 (Unnamed),V5,4.0,1,PG13
41688,107603161,Boulder,The Cave,V0,3.3,14,
41695,113711172,Boulder,Unknown Steep,V1-2,3.6,5,
41701,106117921,Boulder,Variation,V1,3.1,15,
41703,105992850,Boulder,25 Foot Ronald,V0,3.3,9,
41706,108744457,Boulder,Unknown Crack,V3-4,3.5,2,
41707,120454713,Boulder,Cuticle,V5,3.5,2,
41710,114055459,Boulder,Toy Collector,V5,3.3,3,
41711,112794138,Boulder,Unknown,V7,3.3,3,R
41712,112794177,Boulder,Lip Traverse,V3,3.3,3,
41715,108049340,Boulder,1. V0,V0,3.3,3,
41716,106117949,Boulder,Crack,V0,3.3,3,
41720,112794279,Boulder,Weigh down,V4,3.0,7,
41724,112794147,Boulder,Other Corner Arete,V6,3.0,3,R
41727,118172613,Boulder,V2,V2,3.0,2,
41730,108227443,Boulder,Coconut,V4,3.0,2,
41733,120371168,Boulder,Squid Pro Quo,V9-,3.0,1,
41734,120371208,Boulder,Bloctopus,V8-9,3.0,1,
41741,118193213,Boulder,Four Runner,V6,3.0,1,
41746,118172449,Boulder,Magic Roundabout,V1,3.0,1,
41747,118172546,Boulder,V2,V2,3.0,1,
41750,105992842,Boulder,Charlotte's Web,V0,3.0,1,
41754,113711078,Boulder,Glass,V0,2.7,6,
41755,112794195,Boulder,Mr Sit and Spin,V3+,2.8,4,
41758,106117953,Boulder,Arete,V0,2.7,3,
41763,112794311,Boulder,Right Arete,V1,2.3,3,
41765,112794216,Boulder,Right Arete,V1-,2.0,4,
41769,118172418,Boulder,Unknown,V0,2.0,1,
41770,118172500,Boulder,Unknown,V1,2.0,1,
41771,118172474,Boulder,Unknown,V0,2.0,1,
41772,112794207,Boulder,Unknown,V3-4,2.0,1,
41773,112794187,Boulder,Lip,V2,2.0,1,
41924,116140328,Boulder,Egyptian Root Canal,V5,4.6,42,
41941,116564735,Boulder,The MacGuffin,V5,4.7,35,
41977,114232015,Boulder,Sunshine Arete,V5,4.6,26,
41982,117070700,Boulder,Mechanical Sensei,V5,4.1,36,
42002,112352193,Boulder,Gymnastic Fantastic,V2,4.4,25,
42005,114232065,Boulder,"1,2 Punch",V7,4.7,20,
42016,113896793,Boulder,Johnny Chimpo,V5,4.6,19,
42052,116561803,Boulder,Oil Sands,V6,4.4,16,
42054,114232025,Boulder,Helium,V3,4.1,22,
42068,112352282,Boulder,F-5,V10,5.0,3,
42075,116218257,Boulder,Octagon Control,V10,4.8,6,
42076,110536407,Boulder,Souvenir,V6,5.0,3,
42078,119656369,Boulder,Loki,V5,4.8,6,
42079,114210934,Boulder,Light Rays,V8,5.0,3,
42081,114232093,Boulder,The Black,V8-9,4.8,6,
42088,117938212,Boulder,Geometric Equation,V8,5.0,2,
42090,117332185,Boulder,Gaston LeGume,V9,5.0,2,
42102,119925522,Boulder,Pinch of Sand,V9,5.0,1,
42107,120330821,Boulder,Master Of Manipulation,V10,5.0,1,
42109,120328127,Boulder,Meth Lab Genie,V10,5.0,1,
42113,114210924,Boulder,Vámanos,V6,5.0,1,
42120,120849607,Boulder,Corsair,V4,5.0,1,
42121,120831609,Boulder,Magic Carpet Ride,V6,5.0,1,
42123,108575509,Boulder,Butch Goes to Indochina,V3,4.6,8,
42125,115679841,Boulder,Crimpin' Ain't Easy,V3,4.0,20,
42132,116218277,Boulder,The Frenchman,V8,4.7,6,
42138,114210891,Boulder,Water Equation,V6,4.8,4,PG13
42144,115177269,Boulder,The Nose,V2,4.4,10,
42150,111847816,Boulder,Ali Bubba,V8-9,4.6,5,
42152,117070722,Boulder,There's No I In Illiterate,V6+,3.7,22,
42157,115172753,Boulder,False Start,V8,4.7,3,
42165,115172867,Boulder,Honky,V5,4.4,8,
42174,115172854,Boulder,Mad Hatter,V6,4.5,4,
42176,113896798,Boulder,Incident,V6-7,4.1,12,
42179,117070742,Boulder,Powered by Bacon,V4,4.1,12,
42185,117003389,Boulder,Thomas Pinch-Ons,V7+,4.1,11,
42194,114232102,Boulder,The White,V6,4.3,6,PG13
42197,117003331,Boulder,Bro-ner,V6,3.6,21,
42205,111847847,Boulder,Bubba Hotep,V10,4.5,2,
42207,115172943,Boulder,The Moe,V6,4.5,2,
42211,120349670,Boulder,Naked Sun,V0,4.5,2,
42215,116218267,Boulder,Way of the Gun,V4,3.9,13,
42220,105960951,Boulder,Citizen's Arete,V2,4.1,9,
42228,117729976,Boulder,Xanax,V6,3.8,13,
42233,113896787,Boulder,We Got Problems,V2,3.8,14,
42235,115172880,Boulder,Ronski Feint,V7,4.3,3,
42238,108575503,Boulder,Wild Bill's Zen Bitch Slap,V5+,4.3,3,
42242,108575442,Boulder,Politically Left,V3,3.9,11,
42253,115177348,Boulder,Big Alternative,V4,3.7,14,
42308,106483605,Boulder,Ranger Rick,V0-1,3.9,58,
42358,116232849,Boulder,Full Moon Arete,V7,5.0,2,
42416,117069241,Boulder,Crime in a Bottle,V0,3.9,7,
42423,118033874,Boulder,Chesticles,V9-,4.0,3,
42424,117671478,Boulder,Magic Trick,V9,3.8,6,
42425,118685196,Boulder,Skywalker,V4,4.0,3,
42433,119696959,Boulder,Bad Motherf*cker,V2,4.0,2,
42442,119894488,Boulder,Chesticular Fortitude,V9-10,4.0,1,
42461,120855398,Boulder,Iron Will,V1,4.0,1,
42462,120831707,Boulder,Pinch of Oil,V8,4.0,1,
42470,119656301,Boulder,I Love Luci!,V3,3.6,9,
42488,115573182,Boulder,Crack Kills,V3,3.7,3,
42497,119696891,Boulder,Pulgita,V1-2,3.4,7,
42534,116140322,Boulder,Macho Man Randy Savage,V5,2.9,10,
42539,117386020,Boulder,Tyrannosaurus Arête,V0,3.0,7,
42541,116140252,Boulder,Friends of Coal,V1,2.9,8,
42548,117003307,Boulder,Hell Toupee,V2,3.0,3,
42560,118150163,Boulder,Flight of the Defibrilator,V9-,3.0,1,
42564,115679784,Boulder,Musta Been High,V2,2.8,5,
42565,117069289,Boulder,"Hold Me, Squeeze Me V1",V1,3.0,1,
42570,117003454,Boulder,Smears for Fears,V4,3.0,1,
42590,117386046,Boulder,Security Breach,V0,2.6,5,
42605,119696810,Boulder,Summit or Plummet,V1,2.0,4,
42606,119696858,Boulder,Chris Loves Florida,V3,2.0,3,
42607,119696750,Boulder,Tan Astro Van,V0,2.0,3,
42608,119696769,Boulder,Boulder #1,V0,2.0,3,
42863,112522475,Boulder,Moby's Dick,V3,4.6,58,
42864,107495217,Boulder,Tomb Raider,V3-,3.9,50,
42865,112814763,Boulder,Anti-Elvis,V4,4.4,36,
42866,107041756,Boulder,Black Scar,V1,4.1,38,
42867,107035307,Boulder,Helicopter,V5,4.4,30,
42868,107495169,Boulder,Roundhouse,V5,4.7,23,
42869,107041742,Boulder,Twist Dah Hick,V5,4.9,18,
42870,114170641,Boulder,The Cave Route,V3,4.6,21,
42871,107041802,Boulder,Always Dry Roof,V2,4.5,22,
42872,107041786,Boulder,Practitioner,V1,3.7,38,
42873,107035383,Boulder,Mountaineer's Route (Direct),V5,4.9,13,
42874,112441068,Boulder,Knife Fink,V1+,4.7,18,
42875,106468917,Boulder,George Washington's Nose,V5,4.1,29,
42876,107495208,Boulder,Tomb Raider Roof (stand-start),V5,4.8,12,
42877,110806695,Boulder,Final Fantasy,V7,4.8,11,
42878,107505026,Boulder,Electric Avenue,V4,4.8,12,PG13
42879,112802780,Boulder,Colorful Corner,V4,4.8,13,
42880,107495224,Boulder,Ship's Prow,V5,4.6,14,
42881,116192248,Boulder,[Redacted],V5+,5.0,6,
42882,107495194,Boulder,Raiders of the Lost Tomb,V5+,5.0,6,
42883,107035343,Boulder,Green Block Test Piece,V5,4.6,14,
42885,116209644,Boulder,Stick With It,V5+,4.9,7,
42886,107041808,Boulder,Tilted Tree Arete,V3,3.7,30,
42887,107041815,Boulder,Pocket Prow,V6,5.0,3,
42888,118865712,Boulder,High Roller,V6,5.0,3,
42889,114251090,Boulder,Coral,V7,5.0,3,
42891,106907787,Boulder,Woody's Arete,V3,4.4,15,
42892,120167853,Boulder,Road to Emmaus,V7,5.0,4,
42893,120456459,Boulder,Pickled Sassafras,V6,5.0,3,
42894,112522593,Boulder,Crack of Earthly Delights,V1,4.3,17,
42896,120795602,Boulder,Moonstruck (aka Lunacy),V9-10,5.0,3,
42898,120401705,Boulder,The Cheat Cannon,V6,5.0,2,
42899,118693384,Boulder,Brain Storm,V6-7,5.0,2,
42900,119964800,Boulder,The Icebox,V8,5.0,2,
42901,118813621,Boulder,The Beginning of the End,V9,5.0,2,
42903,119899684,Boulder,Iron Pig,V6-7,5.0,2,
42905,119899421,Boulder,Down in a Hole,V6,5.0,2,
42906,118831372,Boulder,Tsunami Right,V9,5.0,2,
42907,119824686,Boulder,Sea Snake,V4,5.0,2,
42908,118847950,Boulder,Karate Kid Direct,V6-7,5.0,2,
42911,114488434,Boulder,Four Ton Mantis,V3,5.0,2,R
42912,120177067,Boulder,Compression project,V10-11,5.0,2,
42913,118821728,Boulder,Doomsday,V2,5.0,2,
42914,120434744,Boulder,"Scream, Aim, Fire",V8,5.0,2,
42915,120456019,Boulder,Rare Delicacy,V6,5.0,2,
42916,120795723,Boulder,Sandstorm,V9,5.0,2,
42920,119964974,Boulder,Neature Walk,V9,5.0,1,PG13
42921,113328732,Boulder,The Question Mark,V5,4.7,7,
42922,118813572,Boulder,The Beginning AND The End,V9-10,5.0,1,
42923,120167986,Boulder,Like Drops of Blood,V11-12,5.0,1,
42924,118833618,Boulder,Karate Kid,V8,5.0,1,
42925,119899396,Boulder,All Apologies (project),V10+,5.0,1,
42926,119428736,Boulder,Final Fantasy Extension,V7-8,5.0,1,
42927,119776950,Boulder,Ship's Prow Traverse,V6,5.0,1,
42928,119612220,Boulder,Tango in the Night,V6-7,5.0,1,
42929,119026042,Boulder,The Punisher,V6,5.0,1,
42930,118813597,Boulder,Alpha and Omega (right exit),V9,5.0,1,
42932,120046395,Boulder,Hitchhiking (aka The Disguise),V7,5.0,1,
42933,119899364,Boulder,Man in the Box (sit),V8-9,5.0,1,
42934,119899377,Boulder,Outshined,V5,5.0,1,
42937,119899442,Boulder,Black Hole Sun,V6,5.0,1,
42938,118705544,Boulder,I May Have Peed A Little When I Looked Down,V4,5.0,1,R
42940,119899537,Boulder,Unplugged,V5,5.0,1,
42942,118705951,Boulder,Bowsprit,V5,5.0,1,
42944,118834292,Boulder,In This Trying Time,V4-5,5.0,1,
42945,119899623,Boulder,Bacon Made,V0+,5.0,1,R
42946,120167827,Boulder,Road to Golgotha,V8,5.0,1,
42947,119899604,Boulder,Duroc,V4,5.0,1,
42948,120460897,Boulder,Stars Like Dust,V7,5.0,1,
42949,120123690,Boulder,Bone-saw Timebomb,V8,5.0,1,
42950,120177027,Boulder,Project,V10-11,5.0,1,
42951,120456143,Boulder,Diesel Power,V8,5.0,1,
42952,118835728,Boulder,Balancing Act (sit-start),V4-5,5.0,1,
42953,119612247,Boulder,The Cranny Crescent,V0-,5.0,1,
42954,119705965,Boulder,Unnamed V5,V5+,5.0,1,
42955,120168316,Boulder,I Dream of the Ocean,V8-,5.0,1,
42956,120434776,Boulder,Sport Bouldering is Neither,V3-4,5.0,1,
42957,120434847,Boulder,American Chestnut,V7,5.0,1,
42958,107495199,Boulder,Tomb Raider Roof (sit-start),V7,4.8,5,
42959,120455680,Boulder,Parallelogram Arete,V3,5.0,1,
42960,120455753,Boulder,Hip Check,V5,5.0,1,
42961,120455886,Boulder,Blockhead,V2,5.0,1,
42962,120455517,Boulder,De-Forestation,V5,5.0,1,
42963,120455457,Boulder,No Second Chances,V3,5.0,1,PG13
42964,120455329,Boulder,Second Life,V6,5.0,1,
42965,120455968,Boulder,Hitch,V3,5.0,1,
42966,120455197,Boulder,Sitting Pretty (left),V4,5.0,1,
42967,120456186,Boulder,Caterpillar Arete,V2,5.0,1,
42968,120455246,Boulder,Sitting Pretty (right),V4,5.0,1,
42969,112794969,Boulder,Tombstone Arete,V4,4.4,13,
42970,120810891,Boulder,Pulchritudinous,V3,5.0,1,PG13
42971,120810775,Boulder,The UFO,V2,5.0,1,
42972,120713519,Boulder,Resolution Solution,V6,5.0,1,
42973,120713310,Boulder,Sandtrap Project,V10+,5.0,1,
42974,107041781,Boulder,Big Pocket Problem,V0+,3.6,29,
42975,107041792,Boulder,Bulge,V5+,4.6,8,
42976,107041746,Boulder,Visitation,V2,4.1,18,
42977,112834948,Boulder,Get Your Shoes Back On,V2-3,4.5,10,
42978,107035323,Boulder,Warm-Up Boulder Arete,V4-,3.5,30,
42979,115339556,Boulder,Ship's Traverse (V3 Variation),V3,4.1,17,
42980,114279356,Boulder,Humpy,V4,4.3,12,
42981,107035311,Boulder,Bizzaro,V5+,4.6,7,
42982,107829898,Boulder,Poundin' The Pooch,V3,3.9,21,
42983,115339599,Boulder,Pocketsock,V3,4.1,16,
42985,118642839,Boulder,Brainstew,V5,4.6,5,
42987,107495232,Boulder,Ship's Mantle,V2,3.3,30,
42989,120167899,Boulder,Damascus Road,V4,4.7,3,
42990,120456316,Boulder,Bend It,V4,4.7,3,
42991,120456094,Boulder,Low Gear,V3,4.7,3,
42992,107035387,Boulder,Mountaineer's Route (original),V5,4.7,3,
42994,116203300,Boulder,Shadow Boxer,V6,4.3,9,
42995,115166617,Boulder,Clarity,V1-2,3.9,18,
42996,118642872,Boulder,Brain Traverse,V4,4.4,8,
42997,114274278,Boulder,Pentagon,V7,4.4,7,
42998,107035347,Boulder,Green Block Arete,V1+,3.6,23,
42999,109163280,Boulder,Mushrooms,V3,3.8,18,
43000,118835725,Boulder,Balancing Act,V4,4.5,4,
43001,112802677,Boulder,A Touch of Tango,V1-2,3.3,28,
43002,112834826,Boulder,Quaid,V2,3.4,26,
43003,117564524,Boulder,Grumpy,V5,4.2,9,
43004,115404476,Boulder,URST,V2,4.4,5,
43006,112552269,Boulder,Elvis Legs,V3,3.9,15,
43007,107495183,Boulder,Pure Power,V4,3.7,18,
43010,118643009,Boulder,The White One,V4,4.5,2,
43011,118642979,Boulder,Ferntastic,V2-3,4.5,2,
43013,119703987,Boulder,Feeble Wrath of Hell,V5,4.5,2,
43014,112523051,Boulder,Butter Face,V1,4.0,12,
43015,119703016,Boulder,Eye Brow Trimmer,V5,4.5,2,
43016,120455830,Boulder,Block Party,V6,4.5,2,
43017,120795508,Boulder,Crescent Moon,V3,4.5,2,
43018,114613442,Boulder,Roof Problem,V4,4.1,9,
43019,112523021,Boulder,Cyrax,V2,3.9,14,
43020,112497542,Boulder,Crash and Burn,V5,4.0,11,
43021,114355003,Boulder,Stupid Human Tricks aka Whale's Belly,V4,4.0,11,
43023,107041774,Boulder,Tilted Tree Slab Left,V1,3.6,17,
43024,107035420,Boulder,Mad Butcher Traverse,V2-3,4.0,10,
43026,114227296,Boulder,Special Needs,V3+,4.2,6,
43027,114306693,Boulder,The Allusionist,V7,4.3,4,
43028,118842660,Boulder,Penthouse,V1,4.3,4,
43029,118911430,Boulder,Big Block Nose,V4,4.3,4,
43030,107035352,Boulder,Evergreen,V1,3.8,13,
43031,114170730,Boulder,Dextrose,V3,3.7,13,
43033,116209158,Boulder,Donkey Punch,V3,4.0,6,
43034,116209779,Boulder,Test of Endurance,V3,4.0,6,
43035,118909191,Boulder,Stink Ray,V4,4.0,5,
43036,114306618,Boulder,Humility,V5,4.0,5,
43037,114227306,Boulder,Wave Rider,V5,4.0,5,
43039,116209207,Boulder,Or How I Learned How to Stop Worrying and Love the Mantel,V3,4.0,4,
43040,114356415,Boulder,Roof of Death,V3,4.0,4,
43041,115365380,Boulder,Lost in the Crowd,V2+,4.0,4,
43042,116192188,Boulder,Moonchild,V2,4.0,4,
43043,114250792,Boulder,PC7,V3,4.0,4,PG13
43044,107035360,Boulder,Pea Green Splitter,V0+,3.6,12,
43048,114234584,Boulder,Bitch Be Cool,V4,4.0,3,
43049,118796826,Boulder,Ocean Full of Whale Fucking,V3,4.0,3,
43050,107041763,Boulder,Gag Reflux,V3,3.8,8,
43051,107035440,Boulder,Flat Daddy,V4,4.0,3,
43052,112030080,Boulder,Fin-ish,V4-,3.8,6,
43053,119023543,Boulder,Half Hunkered Lizard,V4-5,4.0,2,
43054,120020885,Boulder,Street Fighter [Original],V3,4.0,2,
43055,118693395,Boulder,Teardrop,V6,4.0,2,
43059,117826519,Boulder,Death of Roof,V3,4.0,2,
43060,120058946,Boulder,Sugar Daddy,V3,4.0,2,
43062,119899667,Boulder,Miss Piggy,V5,3.7,3,
43064,117831425,Boulder,No Surprise,V1,4.0,2,
43065,118842717,Boulder,Back Breaker,V4,4.0,2,
43066,115318758,Boulder,Spinal Tap,V4,4.0,2,
43068,114251010,Boulder,Coopernicus,V1,4.0,2,
43069,118821823,Boulder,Smearside,V3,4.0,2,
43070,118909327,Boulder,Learning Curve,V2,4.0,2,
43071,113870147,Boulder,Duster Huffer,V3+,4.0,2,
43072,120168037,Boulder,Jugs,V3,4.0,2,
43073,112521952,Boulder,Sprocket,V2,4.0,2,
43074,107035395,Boulder,Tendon Repair Kit,V2,4.0,2,
43075,107035436,Boulder,Hangover Helper,V3,3.5,11,
43077,117638714,Boulder,Cletus Funk,V3,3.7,7,
43078,118831442,Boulder,Heel Clacker,V10,4.0,1,
43079,118693361,Boulder,Brain Teaser,V7-8,4.0,1,
43081,119585676,Boulder,Palm Perforator,V6,4.0,1,
43082,118642696,Boulder,Proposal,V4,3.8,5,
43083,119967778,Boulder,A Clockwork Orange,V7,4.0,1,
43084,119925857,Boulder,Vulture Wing,V5,4.0,1,
43086,118831651,Boulder,Equality in the Workplace,V2,4.0,1,
43088,119415090,Boulder,Wisdom Teeth,V6+,4.0,1,
43089,118660054,Boulder,Ball's Out,V5,4.0,1,
43091,119777405,Boulder,Red Monster,V5,4.0,1,PG13
43092,114306648,Boulder,Death Block,V6,4.0,1,
43093,116628553,Boulder,Woody's Arete (sit start),V5,4.0,1,
43095,118705506,Boulder,Splat,V0,4.0,1,R
43096,117928343,Boulder,The Wheel in the Sky,V3,4.0,1,
43097,117998820,Boulder,Chilled,V4,4.0,1,
43098,119899588,Boulder,War Pigs,V5,4.0,1,
43100,118047627,Boulder,Bizzaro Slab Variation,V4,4.0,1,
43102,118080924,Boulder,Blue Problem,V5,4.0,1,
43103,118811140,Boulder,The Will of Fire,V4,4.0,1,
43105,115318794,Boulder,The Shocker,V5,4.0,1,
43107,120434763,Boulder,Death Crimp Project,V9-10,4.0,1,
43108,118091943,Boulder,Kick in the Coops,V5,4.0,1,
43109,117539530,Boulder,Short Roof,V5,4.0,1,
43110,118686185,Boulder,The Tailor,V4,4.0,1,
43111,118049338,Boulder,Sploods' Sitastic Emporium,V1,4.0,1,
43113,119899342,Boulder,Man in the Box (stand),V3,4.0,1,
43114,118822064,Boulder,By Moonlight,V4,4.0,1,
43115,118706067,Boulder,Broken Shells,V4,4.0,1,PG13
43116,120059078,Boulder,Beauty From Pain,V3,4.0,1,
43118,118909304,Boulder,American Grit Test,V4,4.0,1,
43119,118706028,Boulder,Where Does Cat Piss Come From?,V2,4.0,1,
43120,119899319,Boulder,Chains,V3,4.0,1,
43121,119008785,Boulder,Dr. Boinko's Homeopathic Bed Bug Remedy,V4-5,4.0,1,
43122,118870473,Boulder,Indecent Exposure,V5,4.0,1,
43123,118857099,Boulder,The Mule and the Crane,V4-5,4.0,1,
43124,118811314,Boulder,Eye Socket,V3,4.0,1,
43125,119899527,Boulder,1994,V3,4.0,1,
43126,119899515,Boulder,Black,V3,4.0,1,
43127,119703002,Boulder,All Natural,V4+,4.0,1,
43128,118835707,Boulder,Finding The Way,V2,4.0,1,
43129,118706085,Boulder,The Shaft,V3,4.0,1,PG13
43130,119709520,Boulder,Between Two Fears,V3,4.0,1,
43131,120177049,Boulder,Project,V10-11,4.0,1,
43132,119703039,Boulder,ZT Lay Down,V3,4.0,1,
43134,118811261,Boulder,One-Eyed,V1,4.0,1,
43135,119899274,Boulder,The Box,V2,4.0,1,
43136,119706483,Boulder,ZT Mantle,V3,4.0,1,
43137,119899483,Boulder,Life Wasted,V2,4.0,1,
43138,119899233,Boulder,Bean’s Problem,V1,4.0,1,
43139,114355056,Boulder,Unnamed,V4-,4.0,1,X
43140,120177040,Boulder,Project,V10,4.0,1,
43141,119899249,Boulder,Garbage,V1,4.0,1,
43142,118831571,Boulder,Fair Wages,V2,4.0,1,
43143,118870560,Boulder,Tiny Cowboy,V2,4.0,1,
43144,120168216,Boulder,Road to Emmaus Stand Start,V3,4.0,1,
43145,118831535,Boulder,Taken Down a Peg,V2,3.0,2,
43146,112521941,Boulder,Zygot,V2,4.0,1,
43147,120177163,Boulder,Project,V6-7,4.0,1,
43148,120434753,Boulder,It's Not That Hard,V6,4.0,1,
43149,120434875,Boulder,Dead Vert Project,V8,4.0,1,
43150,120177116,Boulder,Lip Traverse,V5,4.0,1,
43151,120436719,Boulder,Pencil Sharpener,V6-7,4.0,1,
43152,120434855,Boulder,Chestnut Dab,V6,4.0,1,
43153,120434885,Boulder,Grey or Gray?,V6,4.0,1,
43154,120434863,Boulder,Fingers Roasting Over an Open Fire,V5,4.0,1,
43155,120795756,Boulder,Dark Side of the Moon,V4,4.0,1,
43156,120721397,Boulder,Dead End Slab,V2,4.0,1,
43157,120721166,Boulder,Ceiling Fan,V3,4.0,1,
43158,120720964,Boulder,Ceiling Press,V3,4.0,1,
43159,120713563,Boulder,Dark Room,V4,4.0,1,
43160,120713384,Boulder,MoAbs,V3,4.0,1,
43161,120707212,Boulder,Kodachrome Arete,V3,4.0,1,
43162,115847014,Boulder,Street Fighter,V3,3.6,8,
43164,116209356,Boulder,FFF (Fiddle Finger of Fate),V1,3.5,11,
43165,107035327,Boulder,Teen Spirit,V1,3.1,19,
43167,114234553,Boulder,Occam's Razor,V5-,3.7,6,
43168,117635237,Boulder,Return of the Swallows,V1,3.7,6,
43169,114300392,Boulder,Moby's Mantel,V4,3.7,6,
43170,118780067,Boulder,Pimp,V4,3.8,4,
43171,117557816,Boulder,Font-tastic,V4-,3.8,4,
43172,114179673,Boulder,The Fiddle,V3,3.4,11,
43173,107035409,Boulder,Warm-Up Boulder Arete (Stand),V0+,3.4,11,
43174,115967002,Boulder,Kaleidoscope,V2-,3.4,10,
43175,112030030,Boulder,Tilted Tree Arete (Left),V1,3.5,8,
43176,107035332,Boulder,Schwang,V0,3.0,18,
43177,107035424,Boulder,Local Color,V2-,3.2,13,
43179,116192764,Boulder,Black Bart,V3-,3.3,11,
43181,118851435,Boulder,Anger Management Problem,V4-5,3.7,3,
43182,118705761,Boulder,Finger Wrecker (aka Career Ender),V4,3.7,3,
43183,118834266,Boulder,Can I Offer You A Nice Egg?,V2,3.7,3,
43184,118693263,Boulder,Pasta,V2,3.7,3,
43185,112030003,Boulder,S&M Roof,V5,3.7,3,
43186,107035319,Boulder,Vitamin P,V2,3.1,15,
43187,107495175,Boulder,Unnamed (left of Roundhouse),V5-,3.7,3,
43188,117640447,Boulder,All’s Whale that Ends Whale,V3,3.5,6,
43189,117676211,Boulder,Lock Jaw,V4,3.5,6,
43190,117609969,Boulder,Corrosive Elements,V4,3.3,9,
43191,116228107,Boulder,Sucrose,V2,3.4,7,
43192,116195890,Boulder,Winter Afternoon,V2-3,3.4,7,
43193,117639509,Boulder,Majyk Man,V0,3.4,8,
43194,112522608,Boulder,Broken Crack,V0,3.4,8,
43195,107035356,Boulder,Nevergreen,V0+,3.4,8,
43196,117824185,Boulder,Orange Blossom Special,V2,3.5,4,
43197,118642680,Boulder,Swan’s Mantle,V2,3.5,4,
43198,118834427,Boulder,Wax On,V3-4,3.5,4,
43199,114306655,Boulder,Proana,V3,3.2,10,
43200,118078309,Boulder,Triangle Slab,V1,3.5,4,
43201,107035315,Boulder,Apples,V0+,2.9,15,
43203,117636267,Boulder,Tilted Tree Slab Left Variation,V1+,3.4,5,
43205,116196088,Boulder,Spike 2.0,V2,3.4,5,
43206,114306674,Boulder,Exorexic,V3,3.4,5,
43207,114354984,Boulder,Beached Whale,V4,3.4,5,
43208,112375749,Boulder,Ghoul,V1-2,3.4,5,
43209,115456914,Boulder,Pocketsock Variation #1,V2,3.1,11,
43210,116209585,Boulder,Sloping Rail,V3,3.3,7,
43211,118081083,Boulder,Synchro-Energizer,V3,3.3,6,
43212,107035375,Boulder,Lighting Crack,V0,3.3,7,
43213,107035444,Boulder,Acromion,V3,3.3,6,
43214,117975646,Boulder,Kinaesthetix,V0-1,3.5,2,
43215,118768786,Boulder,The True Graduation,V4,3.5,2,
43217,118642748,Boulder,Crimson Edges,V3+,3.5,2,
43218,118676825,Boulder,Atlas Shrugged,V2,3.5,2,
43219,118843021,Boulder,Wax Off,V3,3.5,2,
43220,116228077,Boulder,Shadow Boxer Slab,V2,3.5,2,
43221,116211150,Boulder,The Bottom Line,V0,3.5,2,
43223,115318851,Boulder,Orange-Black Problem,V4,3.5,2,
43224,117936518,Boulder,Bosch This,V3,3.5,2,
43226,118821754,Boulder,Common Morality,V1,3.5,2,
43227,118821899,Boulder,Zap Avenue,V1,3.5,2,
43228,118821879,Boulder,Hurry,V1,3.5,2,
43229,110715138,Boulder,Cooping a feel,V2,3.5,2,PG13
43230,118842626,Boulder,The Cheap Lay,V2,3.5,2,
43231,112834894,Boulder,Wang Gang,V0,2.9,12,
43232,117555335,Boulder,Cooperchaun,V2,3.1,7,
43234,117841899,Boulder,[Redacted],V2,3.3,3,
43235,115846990,Boulder,Censor,V3,3.3,3,
43236,117778628,Boulder,Pocketsock Variation #2,V4,3.3,3,
43237,117769380,Boulder,Molar Arete,V2,3.3,3,
43238,118643049,Boulder,Rusty Tadpole,V1,3.3,3,
43239,118642881,Boulder,North Pup Tent,V1+,3.3,3,
43240,107035379,Boulder,Lightning Bolt,V4,3.3,3,
43241,117610042,Boulder,De-Forestation,V0,3.2,6,
43242,117534679,Boulder,Grandma Got Run Over on a Rock,V0+,3.2,6,
43243,117824388,Boulder,Groovin' Missionary,V3,3.2,6,
43244,116209465,Boulder,Second Fiddle,V0,2.9,11,
43245,117762351,Boulder,Shroomin',V2,3.3,4,
43246,116209244,Boulder,Precious Bodily Fluids,V3,3.3,4,
43247,117916980,Boulder,Dragon's Lair,V3,3.2,5,
43248,115456943,Boulder,Entrance to the Tomb,V3,3.3,4,
43249,115365330,Boulder,Soul Flinger,V1,3.2,5,
43250,118642815,Boulder,Crackhead,V1-,3.3,4,
43251,118711094,Boulder,Jigo,V0,3.3,4,
43252,117676144,Boulder,Guerrilla Warfare,V2,3.2,5,
43253,116227417,Boulder,Say Your Prayers,V0,3.2,5,
43254,112030019,Boulder,One Bagger,V0,2.7,15,
43255,117529816,Boulder,Great White Rasta,V0,2.9,10,
43256,117639762,Boulder,Make Out Party,V0,3.0,8,
43257,117610105,Boulder,Jiggly Croft,V0,3.0,6,
43258,117534704,Boulder,Grandma's Breathtaking Experiences,V0+,3.0,6,
43259,117676227,Boulder,Full Frontal Assault,V3,3.0,5,
43260,117611685,Boulder,Fat Girls,V2+,3.0,5,
43261,116196031,Boulder,Spike 1.0,V2,3.0,5,
43262,107035364,Boulder,Green Block Traverse,V2-3,3.0,5,
43263,118716834,Boulder,Crazy Times,V7,3.0,4,
43265,117676246,Boulder,White Wall Overhang,V2+,2.9,7,
43266,117639605,Boulder,Dividing By Zero,V0,2.9,7,
43267,117622130,Boulder,Or How I Learned How to Stop Worrying and Love the Mantel Right,V5,3.0,4,
43268,117841766,Boulder,Look Back,V2,3.0,4,
